Tokens	Score
deafening	-2
attack	-4
slam	-3
fails	-4
surely	4
antagonist	-4
well	2
harmonised	3
disregarding	-2
disillusionment	-4
hardy	4
challenge	0
killjoy	-4
acceptance	4
detached	-1
dear	3
fubar	-6
magnificently	6
subversive	-2
gratis	0
tenderfoot	0
confidence	5
:3	5
assured	3
interrupting	-2
cruel	-5
romanticising	5
defeatism	-3
interests	2
argued	-3
lucky	4
boosted	3
victims	-3
intimidatingly	-2
irony	0
gently	4
cruellest	-5
convivial	2
charming	5
fake	-4
bother	-3
seriously	-1
welcomed	3
strengths	4
whine	-3
soulmate	5
complacent	0
granted	2
meaningful	3
pain	-5
god	2
forbid	-3
inflamed	-3
delicate	0
missed	-2
crueller	-5
succeeding	4
sentimentalise	2
alone	-2
whore	-6
sunny	4
jumpy	-2
struggling	-4
intelligent	4
convincing	4
awards	4
unsuccessfully	-4
dwells	0
thx	3
misunderstood	-3
glory	5
mature	4
polluters	-4
exempt	1
adventurers	2
lonely	-3
passionate	5
upset	-3
strongman	1
abandonment	-5
tragedies	-4
mature	4
evil	-6
tragedies	-4
gentlest	4
ill	-4
fyi	2
screwballs	0
accident	-4
passive	2
strength	4
strong	5
horribles	-4
xd	5
curious	3
smartest	6
distressed	-4
peacekeepers	3
peacekeeper	3
growing	1
frighten	-3
low	-2
fiery	-3
prisoners	-5
fuck	-5
comprehensive	2
obsessional	-3
abusively	-5
hell	-6
agony	-4
fyi	2
winning	5
starved	-5
smarty	2
cuter	5
nh	4
disturbance	-3
ruins	-4
thoughtful	3
kill	-6
shockers	-2
tenderhearted	3
glorifying	5
masterpieces	5
chances	2
acceptability	2
attack	-4
snubbing	-2
dull	-4
perverted	-5
skeptical	-3
noob	0
dullsville	-5
perversion	-3
offence	-2
treat	4
welcomed	3
honest	5
hope	4
confronts	-2
terrorizing	-6
franticness	-1
devotions	4
jealousy	-3
triumphs	4
supremacist	1
cool	3
farce	-4
reassurances	3
aggression	-2
true	4
special	4
wimp	-3
tgif	5
fitness	2
sorrows	-3
trivialised	-2
murderous	-6
strength	4
easy	4
disappointing	-4
apprehensiveness	-1
awarding	4
delights	4
fatal	-5
jackasses	-5
defensive	0
perverting	-2
heaven	5
smartens	3
disinclined	-2
magnific	5
rebelliously	-4
unhappier	-5
appreciation	5
resignation	-2
benefits	3
n1	4
calm	3
complain	-3
devilment	-4
trustfully	3
agreed	2
horrifically	-5
significance	2
dreadlock	-1
ache	-3
disappears	-3
intellectuality	4
fubar	-6
awardees	2
severed	-3
humorous	3
solemn	0
critic	-2
motivation	3
debt	-3
solve	2
fit	3
united	4
pleases	4
drowns	-4
chuckling	3
geeks	-1
defect	-3
relievers	2
god	2
suspended	-4
dangerous	-4
devastating	-6
contradictors	-3
agreeing	3
dreadfully	-5
laughs	4
grandee	2
shock	-3
enjoyment	5
irritation	-5
disillusioned	-4
sobs	-5
furious	-5
funny	4
sentimental	3
devoted	4
miserable	-4
haunts	-2
alas	-2
harmonica	1
gun	-3
amoretti	0
cheaters	-4
mess	-3
terroristic	-6
jollification	4
dismal	-6
odd	-3
yes	4
dumpster	-1
offensive	-4
offend	-2
scandal	-4
amorality	-3
freakiest	-3
agitator	-3
wth	-5
fantastical	4
screwing	-2
successor	2
whines	-4
cowardly	-3
dullsville	-5
savage	-4
innocents	2
lol	4
feeble	-2
appalled	-4
thoughtful	3
vested	1
mistake	-3
masochists	-2
meaningless	-4
bl	5
mofo	-5
dangerousness	-4
startling	0
revenge	-5
snobs	-3
hopelessness	-6
smog	-2
trivial	0
graceful	4
stubbornness	-2
pressure	-2
angriest	-6
frightening	-4
horrid	-5
scarecrows	-1
supremely	5
jolly	5
abduction	-5
fought	-3
petty	-2
feud	-3
moron	-4
destructs	-5
trouble	-4
scorn	-4
brutal	-6
dedicated	4
reliever	3
sucks	-3
dulls	-2
war	-5
idiot	-5
congratulation	5
struggles	-3
restful	3
active	4
glorified	5
torturously	-4
amazing	5
dumpling	1
fantastico	1
flees	-1
brutality	-6
heroines	4
poisoning	-5
depressants	-3
doom	-4
blamed	-4
pained	-4
welcome	4
nurturer	4
flunkies	-3
harmonizes	3
fiasco	-5
heartlessness	-5
mournful	-3
strained	-4
ecstatically	5
fu	-6
insult	-5
bargain	2
crying	-4
pleasurably	5
superiorly	4
cornered	-2
elated	6
prepared	2
stops	-1
fatalist	-1
eerie	-3
retarded	-5
please	3
delightful	5
pretties	4
comedian	3
improved	4
daze	-1
brutal	-6
suspicions	-3
pleasure	5
guarantee	2
lonelier	-3
hoped	3
fallen	-3
applause	4
supreme	5
182	-5
peculiarity	1
whining	-2
shamefully	-4
vanity	-2
serene	4
spirited	3
join	2
toughed	1
glorious	6
sufferers	-5
benignly	0
wisecracker	0
gloominess	-4
ha	3
strengths	4
weaknesses	-3
exaggerating	-1
disgust	-5
suspects	-3
=\	-2
perverse	-4
gallantry	5
distracted	-3
scary	-4
tragedy	-6
shameful	-4
prevented	0
perfecto	3
pleasure	5
accomplished	4
backs	0
nerd	-2
dirtier	-3
selfishness	-4
joking	2
perfectionist	3
heroin	-4
benefice	1
embarrassed	-3
trusty	4
sparkles	3
problem	-4
lowlight	-4
sorry	0
convince	2
widowed	-4
truths	4
sneaky	-2
kindnesses	5
exaggerated	-1
helping	2
stinkingly	-3
harassment	-5
trouble	-4
straining	-3
haunt	-4
haunt	-4
uptight	-3
leave	0
poor	-4
suspected	-2
dispute	-4
curse	-5
rob	-5
exposing	-2
mistakes	-3
focused	3
certain	2
sinister	-5
unattractive	-4
praiseworthiness	5
inadequacies	-4
solving	3
brilliants	4
gagged	-3
waste	-4
accidentally	-3
hilarious	4
screaming	-3
moron	-4
dream	2
shared	3
solid	1
intimidating	-4
weapon	-2
dire	-4
menace	-4
yummy	5
consent	2
interesting	4
waste	-4
crap	-3
idealize	2
jewel	3
uselessness	-3
freaks	-1
kissed	3
strengthened	4
sucks	-3
deceived	-4
inspired	4
shoot	-3
honest	5
death	-5
profit	4
easier	4
lucks	3
festivals	3
supported	3
collision	-3
hates	-4
joy	5
reeked	-4
collisions	-2
await	1
humor	2
charmingly	4
block	-4
insult	-5
complimentary	4
lies	-4
infringement	-4
beloved	5
sickening	-5
alarmingly	-5
cuteness	5
livelihood	2
brilliant	5
loves	5
relieved	3
guilty	-4
cheers	4
exploration	2
freaky	-3
straight	2
dejected	-4
lousy	-5
naggy	-4
elegance	4
ez	3
hesitatingly	-3
badass	-1
liar	-5
smuggling	-4
interesting	4
justice	5
grimily	-1
excellent	5
nasty	-5
elegant	4
smartest	6
murders	-6
piss	-4
shame	-4
justifiably	2
provoking	-2
gratification	3
bastardise	-4
terrifying	-5
enrage	-5
disappear	-2
damnedest	-1
admiringly	5
rapture	1
trusting	4
lonesome	-3
cancer	-6
pleasant	5
unpleasant	-4
bullying	-5
boredom	-3
obscene	-5
swears	0
battleship	0
coerced	-3
helpfulness	4
